step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,11.632080661201671,0,0.0,0.8671016049984477,0,0.0
10.0,0,0.0,0.0,11.403081058815063,0,0.0,0.8602374624352156,0,0.0
15.0,5,9.0,0.5,6.708666680381901,5,9.0,0.43954858470016994,5,9.0
20.0,8,48.0,2.6666666666666665,6.738166864070199,8,48.0,0.3996380238064622,8,48.0
25.0,8,88.0,3.8260869565217392,6.783182787234173,8,88.0,0.3762308459279992,8,88.0
30.0,6,94.0,4.7,7.046971132302249,6,97.0,0.42701547139960183,6,97.0
35.0,7,125.0,5.434782608695652,8.212011457601356,7,125.0,0.41636896939320095,7,125.0
40.0,10,168.0,6.461538461538462,7.488511865173168,10,168.0,0.41049311554346807,10,168.0
45.0,6,184.0,6.814814814814815,6.77157395391673,6,196.0,0.4459361301081346,6,196.0
50.0,7,215.0,8.26923076923077,6.514645602651848,7,215.0,0.34625898006667427,7,215.0
55.0,12,273.0,9.1,7.967683261563334,12,273.0,0.34188139969685016,12,273.0
60.0,13,334.0,13.36,5.9969933177830805,13,334.0,0.23567302760879505,13,334.0
65.0,14,403.0,16.12,5.49066086190596,14,403.0,0.2951484804455062,14,403.0
70.0,14,473.0,19.708333333333332,4.9693887784980655,14,473.0,0.2420934251659645,14,473.0
75.0,10,462.0,14.0,6.278200470003907,10,490.0,0.44222383751989786,10,490.0
80.0,14,521.0,15.787878787878787,7.306692582382199,14,521.0,0.4430259024803366,14,521.0
85.0,18,597.0,15.710526315789474,4.804376655185735,18,597.0,0.20250644553291403,18,597.0
90.0,18,650.0,18.571428571428573,4.576124656409154,18,674.0,0.22086066366468424,18,674.0
95.0,16,728.0,20.8,5.62716662865716,16,730.0,0.29849148816183435,16,730.0
100.0,18,812.0,22.555555555555557,6.327860937009042,18,812.0,0.22928736571700195,18,812.0
105.0,18,902.0,25.055555555555557,6.494292653547254,18,902.0,0.28176940025548114,18,902.0
110.0,17,970.0,26.944444444444443,5.768239610517289,17,970.0,0.3303610339850276,17,970.0
115.0,18,1056.0,31.058823529411764,5.443630553587901,18,1056.0,0.3051832172028892,18,1056.0
120.0,22,1155.0,33.0,3.803955487333769,22,1155.0,0.1869455503058757,22,1155.0
125.0,20,1228.0,35.08571428571429,3.2002564085408216,20,1248.0,0.19766749822610033,20,1248.0
130.0,21,1333.0,36.027027027027025,5.100856912601821,21,1333.0,0.22299701764226512,21,1333.0
135.0,22,1440.0,36.0,5.746044402255677,22,1440.0,0.19597212019105498,22,1440.0
140.0,23,1555.0,42.027027027027025,5.057339048129258,23,1555.0,0.192918053900776,23,1555.0
145.0,23,1670.0,43.94736842105263,4.812938166036801,23,1670.0,0.2820830946393255,23,1670.0
150.0,25,1795.0,43.78048780487805,4.832459986266978,25,1795.0,0.28368691335456653,25,1795.0
155.0,27,1924.0,46.926829268292686,3.023377629937126,27,1924.0,0.14027345337676828,27,1924.0
160.0,29,1964.0,45.674418604651166,2.3230568132876597,29,2018.0,0.15518489607777144,29,2018.0
165.0,30,2108.0,49.02325581395349,3.1754494560313176,30,2113.0,0.13886168088609205,30,2113.0
170.0,34,2266.0,46.244897959183675,3.865083069188678,34,2266.0,0.14211962137828138,34,2266.0
175.0,28,2360.0,51.30434782608695,3.021050290235547,28,2398.0,0.10253350715453009,28,2398.0
180.0,26,2477.0,53.84782608695652,4.22031033954941,26,2483.0,0.17558618851358876,26,2483.0
185.0,28,2613.0,52.26,5.476122312478955,28,2613.0,0.22818023157972958,28,2613.0
190.0,30,2757.0,56.265306122448976,4.4738785443096845,30,2757.0,0.14030252838200505,30,2757.0
195.0,30,2891.0,62.84782608695652,3.782731741796956,30,2892.0,0.15866161988977387,30,2892.0
200.0,31,3043.0,67.62222222222222,3.182629228116561,31,3043.0,0.1410985467155027,31,3043.0
205.0,34,3211.0,69.80434782608695,3.3498316775325714,34,3211.0,0.1362022588104144,34,3211.0
